gene,f_statistic,p_value
ARG2,3.931601101876986,0.04970998181875916
MAPK9,3.9302946609060223,0.04974730945881999
NCMAP,3.9298095470778955,0.04976117777436497
HOOK2,3.927241001642856,0.049834675740338195
ZSWIM9,3.925375761982215,0.04988812172616341
GABARAPL1,3.921888394727588,0.04998821236861934
NEK4,3.919016834829593,0.05007079021276232
AL034379.1,3.9184922749571287,0.05008589082786935
NONO,3.9179992719845482,0.0501000874538628
MAFG-DT,3.916453368791819,0.050144631584983654
RTF2,3.9159057529654437,0.050160420928372
NOXA1,3.914726990939311,0.05019442610602234
SUCO,3.913751057332982,0.050222598729450514
UCHL1,3.912449046659332,0.05026021070767288
NDUFAF7,3.9119481054076544,0.050274689739548725
RETREG2,3.9094863426004425,0.05034590863028236
ZNF620,3.9080032453172455,0.05038886684688245
TMEM185B,3.9059362710270285,0.05044880268431452
RNU6-529P,3.9057057818385528,0.05045549088632662
FAM98C,3.901549662012142,0.050576253890371604
YJU2,3.8964985418985005,0.05072343962278692
OBI1,3.8958212610257035,0.050743209928357874
GPT,3.8941077241030846,0.050793266154604555
ATP6AP2,3.892924811257277,0.05082785253711272
KPNA1,3.891567068070725,0.050867581770850184
MRPL17,3.8866454036099554,0.05101187487320182
NSD1,3.8856143129262826,0.051042159868208585
BRPF3,3.8854777822920195,0.05104617146374202
SYPL1,3.884480640394761,0.05107548011659481
IGFBP4,3.8829742600180386,0.051119790847412465
PLCE1,3.8809369457472784,0.051179784740731656
RECQL5,3.8746268330547053,0.0513660813253088
INTS9,3.8743408970816913,0.05137454034995834
RPL7P9,3.8739000540872572,0.05138758501265697
AC019186.1,3.8726600600892023,0.05142429580904621
AC022098.1,3.87229387865015,0.05143514221475039
H2BC9,3.870233230621565,0.05149622498144921
PES1,3.8700319674834174,0.05150219509149063
CENPK,3.868012261700781,0.05156214713802666
NUP98,3.867951145891235,0.05156396243819129
ACTR5,3.867855777453513,0.05156679526829751
PKD1P6,3.866972376447158,0.05159304379914789
SENCR,3.863686249082776,0.0516908104456156
MIR7111,3.8634060201410354,0.051699156813854175
IFT46,3.8622487927687015,0.05173363910102535
NFAM1,3.861119738229355,0.05176730567766301
KIAA2013,3.8595762641767077,0.05181336758150279
AC009318.2,3.859141170123041,0.051826360033368955
SKP2,3.8586401261137753,0.05184132616069329
AC027031.2,3.8582525022765015,0.05185290761945128
HNRNPLL,3.8557764324383483,0.05192695333781146
HIVEP2,3.8505532337000665,0.05208352276529057
ZNF165,3.846849749354661,0.05219484426000233
LNX1,3.844208599465606,0.05227438934237591
DCAF16,3.834192404840501,0.0525772365723027
MIR219A1,3.8306988769821535,0.05268330825166292
AC004816.1,3.8305710002702424,0.052687195240305525
MRPL20,3.8287529879845015,0.052742489516103185
SELENOF,3.8280830045883536,0.05276288254734449
FBXL8,3.8277617397270522,0.052772664244374726
NIPAL1,3.8269873223376063,0.052796251279918945
TUBE1,3.8267599911929198,0.05280317742936702
BCL7B,3.8258488612018904,0.05283094681737535
DHX33,3.8241237685572522,0.0528835670554947
HNRNPA1L2,3.823661383467181,0.05289768067104574
EFCAB11,3.823153979415319,0.05291317307396788
RNU6-911P,3.8194071746709928,0.053027723854753316
MIGA2,3.8179170933005424,0.05307335392725126
UGP2,3.8152522072419797,0.05315506458549375
CLPX,3.8152434328061036,0.05315533384984914
UBL4A,3.8118841089011486,0.05325853029475124
DYNLRB1,3.8118827194455007,0.05325857302246147
C2orf42,3.810205805772648,0.05331016729342308
INTS2,3.809690651974015,0.05332602800362779
DISC1,3.80760761249688,0.053390212908068335
ABHD15,3.8068224887245137,0.05341442651588472
ATP6V1C1,3.8057661577994275,0.05344702288461285
DVL2,3.8054795532277415,0.05345587063969028
BNIP2,3.8026330684017653,0.05354382971502505
PRELID1P1,3.8024741142940037,0.05354874612480741
B4GALT1,3.801997713329921,0.05356348398693324
HECTD2,3.7994621087662783,0.053641998322179266
STAU1,3.798302182961453,0.053677956296060085
SIX5,3.796832459210109,0.053723555246008234
EIF4B,3.7960534656505174,0.053747740788323436
ZSCAN2,3.7960141203386586,0.05374896265878282
CEP290,3.7945701965156715,0.0537938244124886
RCHY1,3.7943771331125817,0.05379982581003747
TTC28,3.7939663135012096,0.05381259857584428
GRHL1,3.7933195673143567,0.05383271311633287
KCNA5,3.79264874750706,0.05385358490171893
AL831711.1,3.789661276116722,0.05394664218605126
AC069213.1,3.789637835696655,0.053947373018131475
RRNAD1,3.7894502496954834,0.05395322201072342
C1GALT1C1L,3.7887972167132427,0.053973589102937036
CCND2,3.788044105647241,0.0539970877259024
DCAF12,3.786086745065472,0.05405821281297785
TRAF7,3.785198854901945,0.05408596462294707
QRICH1,3.7831554451586653,0.05414989137287054
MAP3K8,3.7829397738718007,0.05415664324112728
WDR70,3.782825120896609,0.05416023296864457
DCK,3.77988267599632,0.054252446925656325
ZNF813,3.7767911039528568,0.05434951607002154
XAF1,3.776218440545391,0.05436751701391405
ZNF521,3.7759484765074065,0.054376005209669204
ADPGK,3.7752576673279328,0.05439773207826997
SLC30A2,3.7731832545105255,0.05446303117539095
WASH8P,3.7702375948359763,0.054555900372172894
EIF3G,3.76912459904345,0.054591034573603585
SMOC2,3.7688457378681974,0.05459984125697906
KIAA0895L,3.7672968942297915,0.0546487828959967
PTDSS1,3.7658748710722336,0.05469375864929879
RNU7-3P,3.7632835021688598,0.05477582074931567
TBCD,3.7622954815198013,0.05480714368252538
THAP10,3.759413258013257,0.054898627966580675
VPS29,3.758998283833103,0.054911813112293026
LMTK2,3.758848023859878,0.05491658822326233
ZNF876P,3.7574282854868777,0.05496172810833637
KLHL32,3.7569956801396813,0.05497549050526382
ATG13,3.7542588343125067,0.05506264314027701
NAA50,3.75316535404157,0.055097505623391496
SCRN2,3.75186206085274,0.055139088370104485
DNAJB4,3.7517736714932215,0.05514190973316384
CCL28,3.751456500065818,0.05515203503133022
RNU6-8,3.7514036716578847,0.05515372170575184
CDK17,3.744311740515373,0.055380652654753795
POLD3,3.743790704502063,0.05539736452886219
FAM124B,3.7401650636276385,0.055513804651835974
PARS2,3.73797492070902,0.05558427011314465
AC103706.1,3.7378564112596298,0.05558808576599245
TMEM30A,3.7376926338136807,0.055593359377440046
AC007342.7,3.734448885948091,0.05569791848258339
AP000240.1,3.7343914899076345,0.05569977049092895
CIAO1,3.73286416320854,0.05574907733904001
ZNF559,3.7326292054266546,0.05575666666853986
ING5,3.731119469825163,0.055805458870509035
PSMD13,3.7307556164374076,0.055817224882920576
SNAI3,3.7305469885361036,0.05582397253513558
ARL3,3.729189306559186,0.05586790546860308
CAPN10-DT,3.7287813747090164,0.055881112905810826
OGFOD1,3.7281902000168428,0.05590025907585814
VAMP5,3.727195948607314,0.055932475456539295
AC025917.1,3.7268304174691784,0.055944324651432564
GSPT1,3.724479918456316,0.05602058380842029
ASMTL,3.7243948562385176,0.05602334564573341
CCDC6,3.7232312314411296,0.05606114142586348
ARMC10,3.72302469022655,0.056067852970007895
TMEM243,3.721495852705062,0.05611755932187821
CROCCP2,3.7198625813611175,0.05617071342587841
ANAPC5,3.719778091354317,0.05617346458843064
GJC1,3.71736071095332,0.05625224070247872
GGH,3.714950650120302,0.056330896545265845
FBXW4,3.713546978869915,0.056376761888282
PSMD3,3.713409630002681,0.05638125195653311
RANBP3,3.7123791110013857,0.05641495289494926
MBTPS2,3.71176558008396,0.056435027409011886
STK36,3.7094092928158138,0.05651219572218674
ZNF273,3.706061621403151,0.05662202702044741
C1orf109,3.7056888665060965,0.05663427065883023
ERMAP,3.70418493425109,0.0566836982727468
CYP2U1,3.7038088272399246,0.056696066500482374
IFI27,3.703681153236388,0.05670026570251212
EIF3M,3.7000636616801263,0.05681938423428805
AC087741.3,3.700007291459304,0.05682124254893839
AC073534.2,3.6995195991682084,0.05683732266330085
TRPV4,3.6990178266861924,0.056853872136287995
TPD52,3.6987203103394286,0.056863687275797374
RFC5,3.6978832197857554,0.05689131288435451
AC016705.2,3.6974151711334713,0.05690676568811676
NPIPB2,3.696220076610646,0.05694624267227129
PRKD1,3.694371780155483,0.05700735458406508
KHSRP,3.694113539705086,0.05701589863907736
RPL41P1,3.686770658100283,0.057259420102637175
IGHG4,3.685705283949977,0.05729484533630491
LTC4S,3.6851067953750163,0.05731475629188673
NEK8,3.6843772252927587,0.05733903823270028
SMIM27,3.6842449916911257,0.057343440486761155
PPARD,3.6837980252329863,0.0573583233598561
TENT4A,3.6835909705094347,0.05736521917650381
PPP2CA,3.6827838504214965,0.05739210827874164
GOLGA2P10,3.68191021434153,0.057421228637572014
ADGRG6,3.6793888797019627,0.057505359879430236
SFPQ,3.678871881351442,0.05752262732840175
CXCL12,3.6754475250683902,0.05763713983176564
PUS7L,3.675285211018282,0.057642573795907565
SFXN1,3.6747629142887335,0.057660063033730516
TRMT1,3.6732421680437675,0.05771101813368059
CPNE3,3.670399867419459,0.057806384061920506
AC132942.1,3.669629549437522,0.05783225925989746
PFDN1,3.6684057542501955,0.057873392522009695
SRBD1,3.665990064590299,0.05795467927937827
OSER1-DT,3.665452893520362,0.05797277151558702
HNRNPA3P6,3.6625175631776417,0.05807174259851663
EIF3C,3.662405144830996,0.05807553664334541
PPP2R5D,3.66014062697878,0.05815201947434446
LRSAM1,3.657904371279387,0.05822765418602758
EIF4E,3.6574270174397427,0.05824381297473429
PALM2AKAP2,3.655698966642905,0.05830234918498004
AL512329.2,3.6543867053217767,0.05834684320042764
PCDHB15,3.6525553895556135,0.0584089975868571
EXOC1,3.6519781794273363,0.05842860272273494
RPL23AP7,3.651361252838619,0.058449564675083526
RASSF1,3.651094920796677,0.05845861661638783
PAX9,3.6510641105028956,0.058459663876455494
HECTD1,3.6501142994598648,0.058491958426578276
ZBTB37,3.6490156518641848,0.05852933753450621
SLC35F6,3.6485825432882915,0.05854408018462678
ZNF660,3.648009510112891,0.05856359189520949
CLHC1,3.64779078083585,0.05857104144714517
TRIO,3.645524877771313,0.058648274368042694
CASTOR3,3.6454750370412374,0.05864997441299987
VPS9D1-AS1,3.6409821242501135,0.05880344388476555
CES2,3.6383074478455315,0.05889501113569086
DZIP1L,3.6367114838926344,0.05894972193075093
RPS29P16,3.6359485151405844,0.058975896387176326
PCMTD2,3.6352909136020286,0.05899846615299113
SNORA11F,3.633782653448408,0.05905026680856368
STPG3-AS1,3.63335622873319,0.05906492109442084
AC083799.1,3.6325612765348105,0.05909225045975097
BLNK,3.6307663491899436,0.059154007709491606
AC008972.2,3.6285536908835767,0.05923023333405579
GRB2,3.626967863547083,0.05928492985152912
USP33,3.6244628346963004,0.05937144129771465
NFYA,3.6243712334202955,0.05937460733427642
CTDSP2,3.623327752054795,0.05941068626810449
PHLDB3,3.6231916053486946,0.05941539535589289
CPLX1,3.622460091927903,0.05944070407265653
ZNF667,3.621930626391235,0.05945902963341514
PITPNM1,3.6216396718427193,0.05946910257868311
MSANTD4,3.6207302180519885,0.05950060003474388
ZNF34,3.620181525213025,0.059519611813771765
NINJ1,3.6172003149012686,0.0596230228836744
TAF12,3.617072969608689,0.05962744449711862
AHCYL1,3.616894144297093,0.059633654168020356
ANTXR1,3.616849549671612,0.05963520281545205
LRRC17,3.615830163742483,0.05967061507632291
LIME1,3.614299668662482,0.05972382522010768
NINL,3.6139932437588356,0.0597344847208653
CLK3,3.613810198466163,0.05974085323441135
POLR3GL,3.6137871144009295,0.05974165642737823
MLLT6,3.611371200780184,0.059825780727308916
ATXN2L,3.6108645006797637,0.059843440673084516
RASGRF2,3.610096884812462,0.05987020498150071
LMBR1L,3.6099761295351054,0.05987441650567154
LINC00667,3.607953979378996,0.05994498953182206
RRN3P3,3.6078406212448813,0.059948948382646534
SELENON,3.60739575664916,0.05996448728730246
ZNRD1ASP,3.6067269465078313,0.059987856670620614
CEP43,3.6059891315756536,0.06001364858843192
FOSB,3.605836412165694,0.06001898871877848
RAB10,3.6018133857591987,0.06015984624702363
ZNF483,3.6005467023247846,0.060204270139609876
CDH13,3.6002564315639556,0.060214455213258175
PNPT1,3.5998763356028216,0.06022779489849447
DCTD,3.5979188089221616,0.060296545885326826
ASS1,3.595493347775131,0.06038184873970306
ZFC3H1,3.5953061657465253,0.060388437289533026
KLHL18,3.594489489541125,0.06041719223678998
EEF1A1P7,3.593328343806858,0.06045810127882247
GSK3B,3.589615990552791,0.06058909398189589
ARIH2,3.589585070344644,0.06059018630485559
AL109615.4,3.5892912215149066,0.0606005682075331
STARD3NL,3.5870910588150706,0.060678362600062784
CLK2,3.585671412985172,0.060728616259873525
KRT8,3.584457805038288,0.060771612021541924
AC015813.1,3.5834842275593175,0.060806127700588936
ARID4B,3.5834569987223586,0.060807093332611625
TYW1B,3.5817599690137705,0.06086730872442342
ZBTB24,3.5809822988240967,0.06089492413448875
MAX,3.5794955963843575,0.060947755203966954
AC135803.1,3.5793129790017733,0.06095424805550137
USP7,3.5780588475569095,0.060998858104154716
PRR16,3.577843910903311,0.06100650703623781
MESP1,3.5775308362858933,0.061017650246272745
INTS7,3.576411759027298,0.06105749931730027
EIF4G1,3.5742342490315986,0.061135118441903925
HMGB3P24,3.573821239253109,0.06114985251664312
YJEFN3,3.5738108090040015,0.0611502246641199
DAZAP2,3.5733621247831837,0.06116623586613374
TRPV1,3.5719386878981765,0.06121706084629998
ING2,3.5702773930208287,0.06127643635388581
AC004923.4,3.5697281034682606,0.06129608189902798
ANKRD52,3.569494207577089,0.06130444933489358
SLC35B4,3.567709950012844,0.061368320266650705
C2CD5,3.567619685491696,0.06137155336581942
DIP2B,3.5662939037095382,0.06141906145915604
MARCHF8,3.564612283511714,0.06147937775602597
C14orf28,3.5624281503707285,0.06155781358555842
BOLA1,3.562351828674047,0.061560556375182214
AL109811.2,3.562187673171554,0.061566456114394943
LINC00526,3.560999829533681,0.0616091653271158
ZNF316,3.5609499680112795,0.061610958809429184
SLC47A1,3.5584245076723593,0.06170187148204417
ATP5PDP4,3.5581725678188274,0.06171094886439478
ZNF592,3.557907093089877,0.06172051546682958
IL17RB,3.5553337253663884,0.06181333188939572
TMEM217,3.5518825805778937,0.06193804454902141
SPRY4-AS1,3.5514452158095837,0.061953868802292
SHLD3,3.551250411930233,0.06196091838729773
LPP,3.550820070336479,0.06197649470649749
ACBD3,3.550037536692344,0.06200482953226213
PLCB3,3.549061924027641,0.06204017515316194
GLIPR1L2,3.5487037512905193,0.06205315690441849
SRSF1,3.5480534456160893,0.062076734328609495
AC009120.1,3.5480075221604146,0.062078399690731347
DENND1C,3.547514126582453,0.0620962951648664
UBXN7,3.544974176284656,0.06218850739280426
ARMH3,3.5438096811678985,0.06223083348337733
TUBB4B,3.5433677454002677,0.06224690473157227
CLK1,3.541766084387874,0.062305187603122376
ZKSCAN2-DT,3.541433711920559,0.06231728968910821
SPSB2,3.541134137581297,0.062328199729425944
CPPED1,3.5409424048408455,0.06233518342526206
AC092295.2,3.5401799374598095,0.06236296398577924
SUMF1,3.5385413111929003,0.0624227126988119
CROCC,3.53832055664968,0.062430766723946964
FUZ,3.5381321879937735,0.062437640066920375
PPP1R14BP3,3.538035319207915,0.06244117500904739
PSPN,3.536832134302515,0.0624850997228849
NUDT18,3.5365516836642845,0.06249534293698939
CLDND1,3.536246022547497,0.06250650900620262
ABLIM3,3.5334648260348933,0.06260820756743199
SLC25A25,3.5310113644576204,0.06269807032070787
FGFRL1,3.5278529316315,0.06281395908116026
NCL,3.527722293945325,0.0628187573983359
Z83843.1,3.5270426490552786,0.06284372711513692
ACAT2,3.5242911698505077,0.06294492426328277
AL512625.3,3.524037147305531,0.0629542758725918
AUP1,3.5239757313229205,0.06295653707141767
ZNF292,3.523790251645643,0.06296336654980514
BMP2,3.5222877554291263,0.0630187189027024
ITPA,3.5209519068698256,0.06306797604193559
HIP1,3.518639716066999,0.06315333242857847
SMARCC2,3.518222196828518,0.06316875878111375
PRRT2,3.515535584775692,0.06326812016456693
GIT2,3.513242535902129,0.06335305957082099
TEKT2,3.512480067916114,0.06338133028561367
DBP,3.507930310183854,0.06355030927368126
SLC16A1,3.50790812100939,0.06355113457590388
SYDE1,3.504487859568785,0.0636784860244625
LEF1,3.5044150676984533,0.06368119938182604
ZNF81,3.504376957479859,0.06368262001118825
RPL23AP82,3.50259838066276,0.06374895787326408
SYNE2,3.5021716124480093,0.06376488669861687
SSNA1,3.501682231982719,0.06378315777520013
CNOT6L,3.5008388051277977,0.06381466049074586
RSRP1,3.5000706718946635,0.06384336555163722
FOCAD,3.5000037210184773,0.06384586815995251
NAGK,3.4986385881727364,0.0638969196315799
SCN3B,3.493005388197623,0.06410804976397905
TPP2,3.492505020628768,0.06412683976498348
TMUB1,3.4921224459770834,0.06414121037442674
SNX13,3.4912730071017783,0.06417313019628164
AC100860.1,3.491244369605909,0.06417420662195107
CDS2,3.4885752931406806,0.06427461752831151
NANOS1,3.486458715549844,0.06435436408348315
BOC,3.4827684780084547,0.0644936574879958
FOXF2,3.481668019097808,0.06453525896901649
NFXL1,3.480612154401535,0.0645752018889165
MEPCE,3.4785162843193205,0.06465456696839904
ACTR1B,3.478503188697723,0.06465506319643899
BTG3-AS1,3.4784679643576943,0.06465639796108742
WDR37,3.4754064215437865,0.06477252364743649
C4orf3,3.475022469957112,0.06478710300649385
PIP5K1B,3.4745691483201333,0.06480432104312789
ALAD,3.474327365854504,0.06481350643381065
THOC2,3.473574215425945,0.06484212787371903
ARMCX2,3.472701120421178,0.06487532458492197
UBQLN1,3.469672101658977,0.06499063609265678
SLC12A9,3.4684997811070115,0.06503532454690532
PPFIBP1,3.468133236617675,0.0650493039134117
GOLGA4,3.4631336823664545,0.0652403029228318
KIF3C,3.4608699104323843,0.06532698566041274
DNMBP-AS1,3.459763466417869,0.06536939813205049
NOX1,3.4564936624492977,0.06549491116165866
ARHGEF7,3.4557034652514345,0.06552528235795632
BRPF1,3.455697316698714,0.06552551873703856
FOXN2,3.453373927378703,0.06561490673090749
PDPK1,3.453369148552314,0.06561509072304574
GAB1,3.4533602337693567,0.06561543395734068
AL390728.6,3.453242760197871,0.06561995707090784
SETX,3.4515798837706586,0.06568401939590941
SMC5,3.451096007835432,0.06570267342376171
EVC,3.450572828449596,0.06572284909706079
PSTK,3.4498922213804377,0.06574910577702042
AL139246.5,3.446434209797691,0.06588268547290016
COL13A1,3.4461939493162617,0.0658919774081913
CNKSR1,3.444962596783554,0.06593962151406396
C19orf12,3.4448372788727633,0.06594447246624976
KIF13A,3.4435872532660516,0.06599288105720442
