gene,f_statistic,p_value
SSTR3,45.43352140664368,6.137996685899846e-10
TPSAB1,45.42675097844247,6.15333053363477e-10
IL18,45.41124454204298,6.188597001052734e-10
TMEM143,45.39345621417814,6.229306651699441e-10
GNG7,45.3667679119422,6.290896286077852e-10
SCO1,45.35844043733776,6.310240511859486e-10
NEXN,45.35414719616006,6.320237095037896e-10
ATP2B4,45.339905074475,6.353514687025937e-10
LIN7A,45.322441053091715,6.394563975108415e-10
TRDC,45.32098780479262,6.397991986170006e-10
GCDH,45.31443518724748,6.41347194649901e-10
LINC02544,45.30808700208232,6.428505309028448e-10
COX6A1,45.30095583063884,6.445435668655386e-10
ANAPC15,45.29716974954615,6.454442769992171e-10
BHLHE41,45.28755466388669,6.47737471783774e-10
ALDH9A1,45.26374868092917,6.534509397245146e-10
EVA1C,45.21572825698122,6.651325001134221e-10
GPR155,45.17266280337293,6.757894224144537e-10
SUSD5,45.13684643845716,6.847847771766806e-10
IL7R,45.127592508185266,6.87128669575854e-10
CTC-338M12.4,45.121414017542826,6.886981400174888e-10
LYNX1,45.11023428757863,6.915473138657626e-10
ERVE-1,45.07505393618063,7.00591608522742e-10
SERPINB1,45.07140793949439,7.015357936181016e-10
TAP2,45.06119441719,7.041876386888113e-10
PGM2L1,45.05743557060636,7.051661542472174e-10
BTNL9,45.04367563599689,7.087600075303429e-10
CLEC16A,44.995875363513264,7.213901066561483e-10
TMEM53,44.98534262750292,7.242037969531286e-10
CEP170B,44.97369566704995,7.273281459125523e-10
HEBP1,44.96168684787728,7.305639316675256e-10
LPGAT1,44.92913441553966,7.394090981470251e-10
HHATL,44.92572716878931,7.403411965744842e-10
ABR,44.910518970154364,7.445162091717025e-10
AC098487.1,44.88764924998596,7.508396526376477e-10
MEX3D,44.85605133772637,7.596664794604223e-10
P3H4,44.8548823416503,7.599950551467474e-10
XK,44.81890534307458,7.701783373634472e-10
BTK,44.792432330397595,7.77760123071749e-10
AL033519.4,44.78487883653411,7.799373178868704e-10
CDH22,44.78032407217249,7.812531655502281e-10
PAFAH2,44.74009251392005,7.929744264012096e-10
TRPC5,44.73016178166349,7.958951387584644e-10
SUFU,44.70336542649503,8.038309276633387e-10
PHF20L1,44.69659299271336,8.058493150574851e-10
IQGAP3,44.693576420818005,8.067500032975145e-10
C1QB,44.67861495740487,8.112323647197715e-10
TRBV20-1,44.6740233555984,8.126130570629617e-10
SNHG12,44.66110660119847,8.165099604686453e-10
EIPR1,44.595686036963215,8.36541054493604e-10
KCNK15,44.56865435010758,8.4496325027944e-10
AP001160.3,44.56831297633114,8.450701613074872e-10
PLCB2,44.512225526086844,8.628238629583981e-10
PDLIM7,44.503691007834625,8.655584329577518e-10
SPATA20,44.4898330906304,8.700174930042679e-10
HLA-DQA2,44.47980364880234,8.732592432388448e-10
MDH2,44.47077515707409,8.761879772459643e-10
PCLO,44.40740554684854,8.970276424608463e-10
RAB7B,44.35784347401679,9.136776798519571e-10
FAM102B,44.33524900044909,9.213721967596225e-10
CD163,44.32079111418714,9.263303830158356e-10
C19orf54,44.30529783474846,9.316737975871796e-10
RPS4X,44.28506055187963,9.387006376399412e-10
EFHC2,44.28206204557294,9.397463653105367e-10
FAM229B,44.25263907838644,9.500707275786556e-10
ANKRD24,44.22430386784929,9.601225327217194e-10
LINC02777,44.19879448025513,9.692644617026361e-10
VPS16,44.192591124685,9.715009510422142e-10
TCFL5,44.19224778093604,9.716248897003984e-10
TUBA4A,44.18616116359875,9.738246823942385e-10
GEMIN8P4,44.179819968983054,9.761218750738386e-10
TMEM88,44.17486489722527,9.7792076230317e-10
B3GNT7,44.1554319205162,9.85008329745831e-10
LRATD1,44.09225611500218,1.008413075683951e-09
CTSA,44.085376213239066,1.0109958177942699e-09
MICB-DT,44.085056819878204,1.0111158827224453e-09
STRADB,44.05030012315743,1.0242685710222723e-09
GTF3C1,44.03211300465489,1.0312202418231205e-09
NIPA1,44.02587848791633,1.0336143008764277e-09
LINC02082,44.00113232728095,1.0431727700974451e-09
RGS4,43.99003374006972,1.0474888956911923e-09
TBC1D4,43.96378587247188,1.0577688903226356e-09
TAF1A-AS1,43.946153591005206,1.0647321905203664e-09
KCNS3,43.93637072185034,1.0686157253249083e-09
AC009560.1,43.9355707942719,1.068933911915805e-09
IL1R2,43.8545143690487,1.101680814666992e-09
AC072061.1,43.78559538239394,1.130326546137945e-09
ATP5MPL,43.776385439531374,1.1342116096432212e-09
CTSD,43.69387176953412,1.1696308157206698e-09
PLS3,43.68291598910364,1.1744175420317603e-09
AC006504.5,43.665040431505446,1.1822704595425857e-09
SNCG,43.640548662555084,1.193116812053171e-09
SSC5D,43.62978603362677,1.1979150993076217e-09
SRGAP2C,43.62390688172582,1.20054448348422e-09
EEF1AKMT4,43.57993170453246,1.2203991096511052e-09
AC113410.4,43.57868731853132,1.2209657824217607e-09
FGFBP3,43.57685027063858,1.221802833169314e-09
TANC2,43.56755414916265,1.2260475753666922e-09
MTERF4,43.52376709275311,1.246244146661327e-09
CLEC2D,43.52366942783411,1.246289570615697e-09
TGIF1,43.50409296492325,1.2554286921372633e-09
ETV4,43.49260996689079,1.2608211538895996e-09
NDFIP1,43.474506224698516,1.269370672107119e-09
STARD13,43.467741938099785,1.2725802387620343e-09
PLEKHG4,43.46570243084949,1.2735495784286038e-09
ENO3,43.447765342872316,1.2821071779275307e-09
SNX11,43.42588482823568,1.292625440217741e-09
ARL5A,43.42275841974483,1.2941355026674255e-09
RIBC1,43.37334173049079,1.3182438014203396e-09
RASA1,43.37113071438497,1.3193330845534298e-09
C17orf97,43.36735703782154,1.3211943474624212e-09
CHST2,43.34983672259132,1.3298708370384942e-09
NUDT9,43.29578236209,1.3570071525869846e-09
LRP4,43.29318418160027,1.3583255956979588e-09
GHR,43.28749900756341,1.3612150791978912e-09
AC016405.3,43.27679573806365,1.366671992840801e-09
IRAK2,43.25354735321973,1.3786016984337045e-09
CEBPB-AS1,43.240099144850795,1.3855508654399173e-09
SUSD4,43.23466564223548,1.3883686526177512e-09
MAP3K1,43.214494674906675,1.398880333370252e-09
APOC1,43.20142902583047,1.4057324218177365e-09
PTOV1-AS1,43.17334814266392,1.4205748775907323e-09
AL139289.1,43.160072876893416,1.4276470977844766e-09
PRUNE1,43.13847866153081,1.4392277764064768e-09
EEF1B2,43.1253608430913,1.4463093208465102e-09
CENPX,43.109976127562994,1.4546598371965076e-09
CCDC148,43.10450498031337,1.4576412818433276e-09
AK4,43.09461097928536,1.4630487185677745e-09
ACOT9,43.07314170671802,1.4748528025225022e-09
C1QC,43.02618893469222,1.5010070334328206e-09
SKAP2,43.00358724522135,1.513764757773568e-09
OSBPL1A,42.99767910946765,1.5171178174370785e-09
RTKN,42.946545540615354,1.5464555056423072e-09
SNAI3-AS1,42.93069141997569,1.5556685293980275e-09
IGSF21,42.9198855225445,1.5619799672224937e-09
ELN-AS1,42.87229275251966,1.5900893342728256e-09
PRNP,42.82962871731711,1.6157252125504424e-09
PDE6B,42.75332172917744,1.6626304163213927e-09
HS3ST1,42.74475196619406,1.667984025437232e-09
CD84,42.696771462254304,1.6982836997529753e-09
KCNE3,42.64842428409596,1.72938182667907e-09
AC018521.5,42.64460409090788,1.731863646574832e-09
AC026748.7,42.602980609554905,1.7591407860570027e-09
FLT4,42.521367336122,1.8139007880728515e-09
GPIHBP1,42.49313022899755,1.8332484518791556e-09
RPS6KA1,42.476620471791136,1.8446578869771295e-09
ELK3,42.460894069213936,1.855593183462552e-09
CFAP53,42.447059485312636,1.8652675590990365e-09
STOML1,42.433953481884444,1.874479802649516e-09
HDDC3,42.41486912913231,1.8879771328289554e-09
AL691432.2,42.32516059936153,1.9527610140412313e-09
TIAM1,42.31669545918954,1.9589898683500457e-09
AC007881.3,42.31519291782229,1.960097586190891e-09
GPR160,42.30466627717816,1.9678760377203764e-09
SIRT2,42.29052558434745,1.978374501251685e-09
ARL6IP6,42.25022852268817,2.008606037266838e-09
ZNF763,42.24373423029724,2.0135219820433537e-09
AC096540.1,42.21260082985427,2.0372594799026018e-09
FOXA2,42.19977632494601,2.0471201112897356e-09
SLC9A7P1,42.191784524442866,2.053289482117834e-09
LAMC2,42.18747948478256,2.0566206514842756e-09
PNPLA4,42.186668733787364,2.057248612651136e-09
ZNF275,42.160648078395596,2.0775067104692544e-09
AC005076.1,42.1593457038059,2.078525979792163e-09
TEP1,42.156308768189355,2.080904735691536e-09
RRAS,42.15558471023984,2.081472281200144e-09
NRSN2,42.14868256858865,2.086890371497361e-09
NFIA,42.133446462009424,2.098901393582484e-09
ANKRD22,42.12119917528068,2.108607251208506e-09
ADAMTSL5,42.04343683532875,2.1713083422201644e-09
CTSW,41.99756574490068,2.209181696494725e-09
C5AR1,41.98524258522201,2.219470408477105e-09
AC108488.3,41.96725559437763,2.234575527076603e-09
MYCN,41.94888390911856,2.2501117466197673e-09
MAGI2-AS3,41.934297135700966,2.262525492135657e-09
MED13,41.92008429124805,2.274688072171478e-09
PIFO,41.91659002440078,2.277688455114953e-09
NMNAT1,41.902335057200524,2.2899704069545117e-09
MORN2,41.82569291035242,2.357169767701604e-09
HIF1A,41.79593828940389,2.3837963186028635e-09
RDH13,41.78089487643323,2.3973745588804003e-09
FGFBP1,41.761439357152724,2.415052011835611e-09
CNTNAP1,41.755718410362924,2.42027531596153e-09
MMP14,41.747793937226504,2.4275294728537468e-09
CD5,41.74022277745406,2.4344808766195724e-09
NBEAL2,41.71752493390679,2.4554424073873316e-09
PRRX2,41.7080957848494,2.4642041841843674e-09
C9orf116,41.688379795775326,2.482627712298557e-09
IL1RL1,41.67693744936048,2.4933842060953227e-09
CADM3,41.65586341762258,2.5133193759037254e-09
AC008438.1,41.651511304111445,2.5174564681507053e-09
RANBP10,41.65119136869843,2.5177608701695002e-09
MOK,41.64343706237699,2.5251501620172904e-09
FUT2,41.63478939280425,2.5334168054160916e-09
H4C8,41.61829150160412,2.549264273378777e-09
PLEKHA8P1,41.60701089756972,2.56015819830676e-09
SLC15A2,41.60463029347273,2.5624632484688846e-09
AREG,41.603541984181554,2.563517721301749e-09
CLCF1,41.590215152531435,2.5764660892875035e-09
CDC14B,41.583004432211155,2.5834997712307393e-09
LACC1,41.58174701751006,2.584728313707523e-09
LCP2,41.579286232031144,2.587134316669192e-09
PEF1,41.577543744029406,2.5888393916493778e-09
SALL4,41.48097494291173,2.6851455020468475e-09
THOC5,41.47757706455633,2.688599789493351e-09
HPCAL4,41.46257142309569,2.70390872463898e-09
MIR659,41.45949132651992,2.707062036074783e-09
MSC,41.36605602692933,2.804518702485875e-09
LRTOMT,41.35962133669467,2.8113603719470122e-09
PTGER2,41.3574677377364,2.8136539737464364e-09
C17orf107,41.329859802715696,2.8432259540300466e-09
AC145285.2,41.307366486825366,2.8675532376814314e-09
PSD3,41.303975147227746,2.8712394245260755e-09
CETP,41.24904882655121,2.9316173731969608e-09
MED15,41.21044653984504,2.9748230549846686e-09
SQLE,41.15081535448052,3.0428432539148647e-09
AL352979.4,41.14796528888635,3.0461336358071226e-09
SAMHD1,41.1451471643191,3.0493907033050396e-09
PSMB10,41.14426820158248,3.050407295851349e-09
TRAF5,41.09113010859646,3.1125111481278334e-09
NIBAN2,41.06987613642475,3.1377101880296096e-09
SUSD3,41.05413427514224,3.15650777592305e-09
RMDN1,41.04259367577228,3.1703613692149426e-09
NELFCD,41.033097879944876,3.18180674117428e-09
TCF7,41.006678690549485,3.2138718447662107e-09
NDUFC2,41.0015650147965,3.220116236345854e-09
COQ5,40.97320961156553,3.254966278100247e-09
TDRKH,40.96760239515,3.2619031361034015e-09
ATP5F1B,40.965477665247874,3.264535634114839e-09
ZCCHC12,40.94577854885157,3.2890456616980215e-09
AL691432.4,40.94189516299605,3.293899507848718e-09
PHYH,40.934784899319034,3.3028055365509353e-09
RNF24,40.90087595097309,3.345616919325918e-09
ZPLD2P,40.8894452667675,3.3601755704750637e-09
PRR36,40.874313567597795,3.379547254452027e-09
RGCC,40.82935138492793,3.437781566489907e-09
AVPR1A,40.824472439243436,3.44416183135697e-09
CCL2,40.821491247056294,3.4480663093289166e-09
NFYC,40.815779821673935,3.4555591733350423e-09
TPM3,40.78752530912635,3.492871041418085e-09
SOX12,40.75065748527306,3.542174859040181e-09
SDHAF3,40.74209809250978,3.55372242604218e-09
LGALS2,40.73677087816543,3.5609287674768586e-09
MT1X,40.716395152973426,3.588629384199694e-09
CHRM3,40.71609864901287,3.5890340938847146e-09
NAPSA,40.7085754948009,3.599318296802936e-09
HSP90B1,40.665370309595566,3.6589636797181765e-09
MALSU1,40.6594384251739,3.6672309242698616e-09
SLC35A4,40.6592332300232,3.6675172439823857e-09
AC018647.2,40.650562884052526,3.6796362576108933e-09
MKKS,40.64657913923656,3.6852182149517545e-09
GNAI2,40.644398212504036,3.6882777438969544e-09
IGHA1,40.64379319343459,3.6891269573686654e-09
NMU,40.643015254574046,3.690219176059087e-09
ALDH1A1,40.64184809491249,3.6918584744733577e-09
KLF5,40.63116647632838,3.7068954951436407e-09
TNFAIP6,40.6200026010448,3.7226780531315883e-09
AC109322.1,40.58430957387139,3.773598367844846e-09
ANXA5,40.56600150952659,3.799991532451634e-09
REXO2,40.54847982156192,3.8254270319256635e-09
ZNF781,40.54768699090054,3.826582040956542e-09
SRP14-AS1,40.51876951578162,3.868953013611853e-09
AHCYL2,40.50728322283626,3.885915414486363e-09
NDUFB1,40.49837674306967,3.899120167553631e-09
CPEB3,40.491894316253486,3.9087597322297e-09
PPFIA3,40.46110218531801,3.9548809487903854e-09
FCGR3A,40.43468366912274,3.994892642986498e-09
AL596202.1,40.42549447812424,4.008906362150385e-09
FOSL1,40.379802437329964,4.079334422084891e-09
PEBP1,40.36118076443477,4.1083972771174715e-09
TNS1-AS1,40.359797164687265,4.110565056296379e-09
TEX2,40.32289259101758,4.168817692997252e-09
H2AW,40.2883509498464,4.2241018589181515e-09
ATPAF2,40.27190548822769,4.250684638237921e-09
SLC33A1,40.27077208785822,4.252522950543013e-09
NCOA7,40.22376807136993,4.329477942917704e-09
GTF2IP12,40.21474315745413,4.344415003051551e-09
ETFDH,40.18675581408097,4.391071082697481e-09
PIP4K2A,40.1727229873723,4.414656069270286e-09
PLSCR1,40.11008906892635,4.521507577466829e-09
EMILIN1,40.07703903049225,4.5789473555807e-09
AC124242.1,40.071797998715745,4.588124083859211e-09
AF186192.2,40.02661888802574,4.668010409993093e-09
TRPV2,39.999886393251046,4.715944548916754e-09
ZNF793-AS1,39.993888165199735,4.726768648574686e-09
TMEM273,39.969121516048176,4.7717297697885735e-09
DUS4L-BCAP29,39.959985066489615,4.788425707249965e-09
DEPDC1B,39.958217127698354,4.791663297507991e-09
SERINC5,39.94292241567809,4.819765389476196e-09
TBC1D9,39.917630409090634,4.866604892468345e-09
CCT6B,39.9092875466057,4.882156875481982e-09
SMIM7,39.90219781165113,4.895412656546596e-09
RAPGEF5,39.86625982931872,4.9631721982278026e-09
AC004067.1,39.84984588604041,4.994436872877667e-09
KHDRBS2,39.849746999241106,4.99462583515101e-09
FBXO2,39.83973666915685,5.013792232044177e-09
ME3,39.82004266959814,5.051718429627108e-09
SLC20A2,39.77003358437134,5.149342508175021e-09
HYOU1,39.7653250429854,5.1586325465021745e-09
PRSS1,39.75603159098975,5.177018802075117e-09
WARS1,39.75412124552603,5.180806506593675e-09
FOLR2,39.727990915499085,5.2329000890852675e-09
CLDN9,39.72514561773003,5.238604591758522e-09
MICALL2,39.71894301605828,5.251062064497909e-09
CLDN7,39.71086764678557,5.267326058201724e-09
CLMN,39.693493747913024,5.302491596746404e-09
SPAG5,39.65503124673917,5.381194098287114e-09
AL121832.2,39.64764193780715,5.3964498586774955e-09
FBLN2,39.6463902391682,5.399038438187332e-09
TMEM176A,39.58484376407823,5.527891524586901e-09
AC092954.1,39.54032694878775,5.6230390203773e-09
RCAN2,39.517302692881884,5.67290211855373e-09
AL355312.3,39.497980691032225,5.715094601581659e-09
ATRIP,39.46052907586031,5.7977878427763254e-09
FXN,39.45042014182187,5.820316451536618e-09
GATAD2A,39.44209694153211,5.838932286214284e-09
AC018809.2,39.41315863589667,5.904129332807766e-09
B3GALNT2,39.404041095145445,5.924824012678531e-09
PLEKHH1,39.39684122811127,5.941218193934041e-09
ZNF658,39.38424548774748,5.9700099923149236e-09
AP000442.1,39.37008756104452,6.002542305035434e-09
TPPP,39.329498555748934,6.096812354874312e-09
BOLA3,39.327584926449774,6.101293881897041e-09
MID1,39.30914617883641,6.144647786362184e-09
ACADSB,39.30527609054764,6.153787037558063e-09
GFOD2,39.29650719342161,6.174546108612268e-09
ID3,39.2874455821616,6.196073045472558e-09
AC005479.1,39.28201895011888,6.209001219630702e-09
SHFL,39.22895123606374,6.336884061761241e-09
DICER1-AS1,39.21829461616397,6.362886032498466e-09
NDUFA12,39.210641680753874,6.381626052484576e-09
PLEC,39.184121054592616,6.44700393472913e-09
PIAS3,39.1761659572315,6.466747248435677e-09
SYNGR2,39.15392756508414,6.522266661781476e-09
SULF2,39.144024179917274,6.547146961732704e-09
RCC2,39.14242294023389,6.551178825175572e-09
SRGAP3,39.11222921337402,6.627680557597324e-09
ARHGEF2,39.10371423868615,6.649418884404579e-09
CCNI2,39.086157666530724,6.694469393206805e-09
CDKN2A,39.061927324536185,6.757155800090551e-09
PILRA,39.023205808679684,6.858575526160247e-09
RGMB-AS1,39.00683076033786,6.901930186517443e-09
ITGBL1,39.00593785965201,6.904302240788099e-09
NET1,38.99624011278054,6.930118516233555e-09
MAGI1,38.987506791995344,6.953451497500032e-09
POLR3C,38.95745533469824,7.034353423704459e-09
AL391650.2,38.937528742550164,7.088525836507119e-09
TCEAL2,38.93284980786189,7.101307439752972e-09
C1orf226,38.91420777460046,7.1524659214156975e-09
LINC00663,38.90451302783529,7.179218914937051e-09
PDGFRA,38.87853199094313,7.2514179515474795e-09
AP002813.1,38.82997811602161,7.388332803212872e-09
SLC2A4RG,38.8279570424242,7.394088656939406e-09
TSPAN18,38.808954147510974,7.4484311175368635e-09
GPX3,38.80539664144548,7.458649593324245e-09
SERPINB9,38.79295597681006,7.494496149372182e-09
OSGIN2,38.78163703454629,7.527262946209727e-09
BTN3A3,38.740736066785786,7.64688629104452e-09
UNG,38.73950954675951,7.650503242471768e-09
SLC27A5,38.7308842838575,7.67598798790699e-09
PLVAP,38.72203449842531,7.70222596032128e-09
KCNJ2-AS1,38.69615413221637,7.779481613876937e-09
FCHSD1,38.68445207414489,7.81467206129988e-09
BX470102.2,38.672913031667015,7.849530987127282e-09
DIRAS3,38.603826440366575,8.061575549709344e-09
FIGNL1,38.59819344697955,8.07911973314484e-09
PCED1B-AS1,38.59619295198819,8.085359704313133e-09
PRPS1,38.59421043186865,8.091548448742962e-09
SLC2A1,38.57946887118159,8.137718033205573e-09
NDUFV3,38.563168653771335,8.189081560083846e-09
PFKM,38.56086954793395,8.196352773398207e-09
ACSF3,38.54731074162564,8.239368102023578e-09
AXL,38.52593093829315,8.307663005822929e-09
SLC25A45,38.50759779730535,8.366684620698957e-09
PRKCE,38.505953236414236,8.371999932272581e-09
HEIH,38.503964038387046,8.378433724347527e-09
LTBP1,38.49779335185425,8.398424021111098e-09
CALM2,38.49755178794835,8.399207568300402e-09
HMBS,38.47660704711798,8.467428600843866e-09
TOLLIP-AS1,38.46803124425074,8.495524167924696e-09
PLAAT1,38.4533572922755,8.543818480456136e-09
MYL12A,38.43792356427037,8.594914982877147e-09
P2RY13,38.42446432282296,8.639728459411542e-09
RSKR,38.39363422861707,8.74327808798794e-09
LINC00888,38.36031518176007,8.856608834892083e-09
MUC20,38.35724102303557,8.86714029018601e-09
CST7,38.33222705788275,8.953308486805604e-09
TCEANC,38.32795678496614,8.968103707456022e-09
SASH3,38.30828279604856,9.036590389925291e-09
SLC37A2,38.29009565801877,9.100374832395074e-09
MIR100HG,38.23693202664062,9.289466905174595e-09
KLHL8,38.23386278796122,9.300504915944888e-09
FBXO36,38.2268871408945,9.325641368513612e-09
AC245407.2,38.21930614900314,9.353037595288088e-09
PEX11A,38.21451839784401,9.370381796048725e-09
KHDRBS3,38.212969243320615,9.37600080235242e-09
UQCR10,38.18915239470552,9.462821016351686e-09
GLRX3,38.18191633481603,9.489360605683393e-09
KLLN,38.17495700112116,9.514956740263957e-09
DIS3L,38.16850315332334,9.538756536323491e-09
PRSS16,38.15122496637207,9.602771924762798e-09
AC138207.9,38.10744878671907,9.766927055793348e-09
GADD45A,38.027005418190576,1.007606731582221e-08
FAM171B,38.01875679320063,1.0108324406085895e-08
C12orf45,38.016047956391446,1.0118940505895264e-08
LMO7,37.99515756647171,1.0201193502701827e-08
SAMSN1,37.972168769416484,1.0292495731474463e-08
JMJD1C-AS1,37.95187100320326,1.0373801718057153e-08
AC007066.2,37.90589296558365,1.0560401124491973e-08
CLYBL,37.895166399139164,1.0604423772807593e-08
TPMT,37.88952851141526,1.062763695853658e-08
PTGES3P1,37.88589497674408,1.064262491997098e-08
IDH3B,37.873003148717245,1.0695976250106973e-08
SERTAD4-AS1,37.87055107297349,1.0706154661105727e-08
AC010186.2,37.866987864763786,1.0720962892123813e-08
IL12RB1,37.8636613074875,1.0734806454066367e-08
LMOD1,37.80255011791122,1.0992385877808293e-08
TMEM267,37.77616471204924,1.1105535252448763e-08
PPIC,37.759483072554936,1.1177682814037671e-08
AC099522.2,37.75574712138533,1.1193905982054969e-08
MTCH1,37.745109734760035,1.1240229693853999e-08
IL11RA,37.74390325192776,1.1245495996625154e-08
ZBTB25,37.73907656207227,1.1266589659199087e-08
TBX2-AS1,37.71811339687413,1.1358671600367141e-08
ALKAL2,37.709624881355175,1.1396175522567998e-08
STK32C,37.682257234508555,1.1517951861362447e-08
ARIH2OS,37.65345690737484,1.1647534376994732e-08
NLRP3,37.63299036226578,1.1740521714588767e-08
NAGLU,37.62913109509715,1.1758140361193972e-08
AC107294.2,37.613445654019664,1.1830026328909076e-08
OCEL1,37.61142286546372,1.1839329232810193e-08
CASP1,37.5572050581811,1.2091474524860885e-08
RBBP8,37.55302389843784,1.211114505756671e-08
PRRG1,37.55256768732411,1.2113293302310874e-08
TNFSF4,37.549221197150956,1.2129063398160727e-08
AL109615.3,37.54586140838822,1.2144917191105864e-08
DUS2,37.53670355598875,1.2188237448874995e-08
SLFN5,37.527138958289484,1.2233649752262255e-08
AC026471.2,37.496645728922466,1.2379583740565755e-08
WLS,37.495717387470634,1.2384054278244358e-08
NATD1,37.47659560188411,1.2476504000101029e-08
REN,37.46896647108252,1.2513585032637836e-08
CDKN2AIPNL,37.46401981387467,1.2537687972857216e-08
COL4A5,37.38469819943355,1.2930709549174496e-08
COL3A1,37.363445793049834,1.3038125806196621e-08
SPATA2,37.363445030673745,1.30381296757336e-08
HEY2,37.35761522215677,1.3067753829155922e-08
CISD3,37.303520237777846,1.334592701231154e-08
MAP6,37.291669550618614,1.3407667705028487e-08
MCIDAS,37.27319916043611,1.350447668362481e-08
CHCHD2P6,37.272931312892624,1.3505885777685147e-08
ATP5PF,37.265246638954686,1.3546377181712313e-08
UBE2I,37.219454006463735,1.3790239724148856e-08
SULT1A1,37.207883429561456,1.3852561623448823e-08
GNMT,37.2078662106498,1.3852654582010263e-08
AC007255.1,37.191984044215644,1.393866759221991e-08
SERPINF2,37.18097388449554,1.399861425444496e-08
RGS2,37.15837808651541,1.4122464366484006e-08
NRXN2,37.14459016308569,1.4198585042972478e-08
SSU72,37.13701515252375,1.4240582997354843e-08
ACBD5,37.12165738815382,1.4326119284450524e-08
BACH2,37.10983117007083,1.4392342715459667e-08
ABHD14B,37.08657556513552,1.452347799010243e-08
CRABP1,37.07401631746393,1.4594803178558222e-08
BACH1,37.05458327095848,1.4705868902307987e-08
ACOX2,37.03508627425915,1.4818165057383523e-08
PRKAG2-AS1,37.01656472498943,1.492565162625354e-08
AP002381.2,37.0103863980181,1.4961682763226465e-08
UNC93B1,36.98985171358619,1.5082075754746054e-08
GPD1L,36.91188677276775,1.5548230500484225e-08
AL928654.4,36.90724018650508,1.557647145134715e-08
PUS7,36.90452518103614,1.559299683826365e-08
AC008556.1,36.8946529199917,1.5653236807880352e-08
PTCD2,36.893271434901244,1.5661685429327256e-08
DGAT2,36.86988880567734,1.5805390871564312e-08
LY75,36.85995924954096,1.5866821583772022e-08
SIPA1L1,36.84811555367496,1.594041243188497e-08
AL513534.2,36.844873514355655,1.5960617374390958e-08
CXCL10,36.838790526099494,1.599859798652941e-08
PLA2R1,36.83023270506156,1.605218667415492e-08
AC010531.6,36.82631123381599,1.6076803776865127e-08
SYTL2,36.808740481418575,1.6187577321814892e-08
CGAS,36.80124041654554,1.623509730610419e-08
HES1,36.79176626366071,1.629532809715923e-08
ASAP3,36.7858872560753,1.633281752779759e-08
TYSND1,36.782487014795215,1.635454035925579e-08
LINC01569,36.76152769791924,1.6489092440805428e-08
AC254562.3,36.759331849953064,1.650325415173718e-08
C19orf73,36.74753741112729,1.6579532357716777e-08
GAMT,36.745093469800025,1.6595382910790884e-08
TMEM230,36.735505620297886,1.6657715511816556e-08
AL121601.1,36.73001786672912,1.6693499752525666e-08
MAFB,36.729148239070355,1.669917755272555e-08
VTI1B,36.70514980303065,1.6856641642172915e-08
CD7,36.69625849658364,1.6915364437954375e-08
CCDC65,36.69090454127318,1.6950825165893664e-08
LINC01535,36.67950953888702,1.7026549615203602e-08
PINK1-AS,36.67522941561031,1.705508169095696e-08
MIR3936HG,36.64585253743584,1.7252231514604377e-08
ZNF714,36.628477263602704,1.7369928467430324e-08
FDX1,36.623550802337654,1.7403447953165098e-08
AL928654.1,36.607566583715446,1.7512658271843538e-08
NDUFA6,36.57996145057823,1.77029130754521e-08
HNRNPA1P27,36.57817440011936,1.7715301731305198e-08
ARL10,36.566358307734546,1.7797438772535385e-08
PEX11G,36.552069137459185,1.7897285089207313e-08
CLDND2,36.53771153239993,1.799818411059312e-08
ST6GAL2-IT1,36.501698615832005,1.825382337622185e-08
LCA5,36.459521719132766,1.8557923504903014e-08
AFG1L,36.44867150244672,1.8636985687489866e-08
C2CD2,36.43500704098545,1.873704255410546e-08
AQP5,36.42995966357085,1.8774139732656826e-08
AC093627.5,36.412155840902024,1.8905592336372208e-08
CLUH,36.39217172246157,1.905425972785586e-08
TONSL,36.386628051005516,1.9095711157798272e-08
PTPMT1,36.38232724954609,1.9127932574060982e-08
STMN2,36.369941175430306,1.9221038140213033e-08
DNM3,36.35183639474991,1.935796189072298e-08
CMTM8,36.35121443092105,1.9362683315966977e-08
COASY,36.34345155983929,1.9421711233330383e-08
PAX8,36.33571118475334,1.9480750533494914e-08
C5orf63,36.26259757746342,2.0047516908968985e-08
MOCS2,36.25579904547475,2.0101064127158343e-08
TRIM29,36.24246628907712,2.020650004339703e-08
HPN,36.23574578440932,2.025985932366789e-08
EXOC3L2,36.22019276938855,2.038389763877443e-08
MAN2B1,36.199770118057636,2.0547947453087852e-08
ROBO4,36.18350480811692,2.067956372361446e-08
LEPROTL1,36.166197445693285,2.0820555016922622e-08
IGHA2,36.147627697750686,2.0972918898182086e-08
AC145423.2,36.09588592168847,2.1403474366359364e-08
USP27X-AS1,36.09583558824984,2.1403897555386015e-08
POLD2,36.090591978380075,2.1448031023033586e-08
RALY-AS1,36.08415614793082,2.1502325637857136e-08
UQCRHL,36.06514277502997,2.1663547102490807e-08
POPDC2,36.04532118052403,2.183293254549488e-08
AC012360.3,36.03515031072576,2.192037062206564e-08
DEFB131A,35.98763037947156,2.233364439951607e-08
PRPS2,35.98346733458374,2.2370225649190853e-08
TMEM237,35.967154127517,2.2514160992057158e-08
WDR93,35.94452574700852,2.271537939557976e-08
BX649601.1,35.94061675317374,2.275032439634083e-08
RNF39,35.92715369570088,2.287109877269867e-08
ALG14,35.91263336291123,2.3002089691713106e-08
