"gene","mean_elderly","mean_young","log2FC","pvalue","padj"
"PLXNA2",4.07071205016914,4.32568805259958,-0.254976002430437,0.00124822265681952,0.0803485807295608
"HMGB1P10",3.41224811232797,3.69015829965414,-0.27791018732617,0.00125122980678095,0.0803485807295608
"AC024909.1",1.08342059117768,1.24465618122808,-0.161235590050401,0.00127702401170941,0.0816846413739908
"LINC00476",1.72880006883317,1.87019938912308,-0.141399320289907,0.00128498061163727,0.0818737646519855
"MAMLD1",2.90370920984478,3.32074217606651,-0.41703296622173,0.00130085949882003,0.082443751540883
"INPP5D",3.00160574148679,3.33067833211213,-0.329072590625343,0.00130399582589855,0.082443751540883
"AC106881.1",2.66809348123059,2.94607821215213,-0.27798473092154,0.00132363201477087,0.0826865652889228
"BX470102.2",1.44972608390215,1.62565552488674,-0.175929440984595,0.00132519533460955,0.0826865652889228
"SUPT20H",3.5882406531616,3.77231625008713,-0.184075596925533,0.00132754423887559,0.0826865652889228
"HSPA1L",2.65479970400605,2.8602195998524,-0.205419895846356,0.00132803460586178,0.0826865652889228
"TMEM63B",5.1734986048991,5.39042421902452,-0.216925614125421,0.00133671921978989,0.0829120349396189
"PKP4",5.76588648152058,5.97599386011234,-0.210107378591758,0.00134746565498412,0.0830024444493486
"ODF3L1",1.11088903112567,1.42402319826217,-0.313134167136508,0.00135019624220381,0.0830024444493486
"APOC1",4.79674710801004,5.52244974703807,-0.725702639028039,0.00135338769504094,0.0830024444493486
"SEL1L3",5.24309946270925,5.66564336830619,-0.422543905596946,0.0013627047617566,0.0830024444493486
"NPHP3",2.01227813425694,2.22005963078926,-0.207781496532323,0.00136781461371372,0.0830024444493486
"TSPAN13",6.62157319627286,6.87743518672166,-0.255861990448795,0.00136858992374498,0.0830024444493486
"DDX58",3.70856657910412,3.92853828968734,-0.219971710583226,0.00137911237620718,0.0833319747615961
"BX842570.1",1.38444334156612,1.54753334910323,-0.163090007537104,0.00139610838513887,0.0840488044362097
"ARRDC2",5.51091318749803,5.78580324648033,-0.274890058982301,0.0014060472557707,0.0843370835650011
